filename,runtime
mmp_all_XL_515,1.97082
mmp_all_XL_516,1.886712
mmp_all_XL_517,10.5177885
mmp_all_XL_518,6.449808999999999
mmp_all_XL_519,3.551717
mmp_all_XL_520,2.6342835
mmp_all_XL_521,2.077787
mmp_all_XL_522,1.989065
mmp_all_XL_523,1.931412
mmp_all_XL_524,1.7766
mmp_all_XL_525,1.876044
mmp_all_XL_526,1.804045
mmp_all_XL_527,1.7284864999999998
mmp_all_XL_528,9.9447355
mmp_all_XL_529,5.8277480000000015
mmp_all_XL_530,3.2974905000000003
mmp_all_XL_531,2.499377
mmp_all_XL_532,2.061083
mmp_all_XL_533,1.80848
mmp_all_XL_534,1.73108
mmp_all_XL_535,1.723555
mmp_all_XL_536,1.7049690000000002
mmp_all_XL_537,1.8376465
mmp_all_XL_538,1.660373
mmp_all_XL_539,9.86771
mmp_all_XL_540,5.3559980000000005
mmp_all_XL_541,3.12025
mmp_all_XL_542,2.4137975000000003
mmp_all_XL_543,1.9203255
mmp_all_XL_544,1.9117815
mmp_all_XL_545,1.8246575
mmp_all_XL_546,1.7562135
mmp_all_XL_547,1.7675014999999998
mmp_all_XL_548,1.702441
mmp_all_XL_549,1.6304189999999998
mmp_all_XL_550,9.4640435
mmp_all_XL_551,5.25656
mmp_all_XL_552,3.1084970000000003
mmp_all_XL_553,2.5277265
mmp_all_XL_554,2.0818235
mmp_all_XL_555,1.7489485
mmp_all_XL_556,1.7545830000000002
mmp_all_XL_557,1.644482
mmp_all_XL_558,1.6396730000000002
mmp_all_XL_559,1.692032
mmp_all_XL_560,1.621659
mmp_all_XL_561,9.2519255
mmp_all_XL_562,5.3292145
mmp_all_XL_563,3.384332
mmp_all_XL_564,2.382173
mmp_all_XL_565,1.8828285
mmp_all_XL_566,1.8197745
mmp_all_XL_567,1.788043
mmp_all_XL_568,1.7350675
mmp_all_XL_569,1.7600900000000002
mmp_all_XL_570,1.7135195
mmp_all_XL_571,1.6119775
mmp_all_XL_572,9.4705445
mmp_all_XL_573,5.1644625
mmp_all_XL_574,3.035579
mmp_all_XL_575,2.3766645
mmp_all_XL_576,1.9013865
mmp_all_XL_577,1.8376485
mmp_all_XL_578,1.80279
mmp_all_XL_579,1.6531025
mmp_all_XL_580,1.7689575000000002
